"Date";"Sentiment";"Close";"ETH";"Vol";"Haut";"Bas";"Variation";"Volatilite";
12/01/2019;22;3702;123;9.29;3734;3674;-0.38;1.31;
11/01/2019;19;3716;125;13.13;3777;3667;0.09;0.235;
10/01/2019;37;3713;125;35.02;4136;3687;-9.07;4.58;
09/01/2019;42;4083;148;20.63;4166;4036;-0.41;4.33;
08/01/2019;39;4100;147;18.72;4210;4056;-0.34;0.035;
07/01/2019;39;4114;149;11.32;4197;4079;-1.38;0.52;
06/01/2019;31;4172;154;25.17;4215;3893;6.66;4.02;
05/01/2019;36;3911;153;14.87;4015;3901;-1.11;3.885;
04/01/2019;48;3955;152;13.23;3986;3853;0.81;0.96;
03/01/2019;33;3923;146;10.92;4055;3882;-3.09;1.95;
02/01/2019;30;4049;152;19.43;4082;3920;2.16;2.625;
01/01/2019;24;3963;139;13.85;3982;3788;3.46;0.65;
31/12/2018;26;3831;131;15.79;3987;3780;-3.72;3.59;
30/12/2018;23;3978;138;17.73;4003;3845;2.35;3.035;
29/12/2018;24;3887;133;18.7;4100;3865;-3.71;3.03;
28/12/2018;21;4037;136;26.92;4095;3696;8.67;6.19;
27/12/2018;29;3715;113;23.61;3955;3688;-5.47;7.07;
26/12/2018;26;3930;129;19.13;3990;3812;0.51;2.99;
25/12/2018;33;3910;127;33.73;4152;3816;-5.68;3.095;
24/12/2018;25;4145;138;38;4384;4069;1.71;3.695;
23/12/2018;31;4076;129;24.47;4210;4037;-1.43;1.57;
22/12/2018;28;4135;115;19.51;4147;3920;4.00;2.715;
21/12/2018;35;3976;108;43.52;4283;3913;-5.66;4.83;
20/12/2018;27;4215;114;65.87;4276;3789;10.62;8.14;
19/12/2018;21;3810;99;55.26;4041;3758;0.79;4.915;
18/12/2018;23;3780;100;29.43;3781;3551;4.28;1.745;
17/12/2018;17;3625;94;35.72;3712;3286;9.85;2.785;
16/12/2018;13;3300;85;19.1;3380;3278;0.45;4.7;
15/12/2018;11;3285;84;17.89;3324;3216;0.07;0.19;
14/12/2018;10;3283;84;28.56;3391;3226;-2.13;1.1;
13/12/2018;14;3354;86;22.24;3539;3322;-5.13;1.5;
12/12/2018;14;3536;89;20.93;3611;3415;2.92;4.025;
11/12/2018;15;3435;88;24.05;3550;3384;-2.54;2.73;
10/12/2018;19;3525;90;22.6;3698;3476;-3.15;0.305;
09/12/2018;14;3640;93;25.08;3767;3470;3.81;3.48;
08/12/2018;11;3506;90;39.08;3785;3316;1.33;1.24;
07/12/2018;11;3460;93;74.08;3625;3278;-2.02;1.675;
06/12/2018;13;3531;91;58.22;3908;3506;-6.21;2.095;
05/12/2018;19;3765;103;28.43;4000;3751;-5.44;0.385;
04/12/2018;12;3982;110;33.69;4131;3793;2.07;3.755;
03/12/2018;17;3901;109;36.86;4179;3836;-6.21;4.14;
02/12/2018;15;4160;116;24.4;4353;4127;-1.96;2.125;
01/12/2018;13;4243;118;27.5;4339;3979;5.07;3.515;
30/11/2018;19;4038;113;42.38;4357;3966;-6.37;5.72;
29/11/2018;18;4313;118;41.1;4472;4181;0.15;3.26;
28/11/2018;14;4306;123;65.26;4440;3890;10.86;5.355;
27/11/2018;11;3884;111;46.27;3942;3713;0.68;5.09;
26/11/2018;17;3858;110;64.08;4196;3708;-5.62;3.15;
25/11/2018;9;4088;119;82.18;4211;3663;4.02;4.82;
24/11/2018;15;3930;115;50.98;4515;3835;-11.14;7.58;
23/11/2018;12;4423;125;36.09;4482;4251;0.69;5.915;
22/11/2018;14;4392;126;27.95;4717;4389;-5.88;3.285;
21/11/2018;15;4667;139;44.38;4773;4430;1.45;3.665;
20/11/2018;21;4600;134;117.22;5048;4318;-6.84;4.145;
19/11/2018;28;4938;151;74.15;5650;4891;-12.75;2.955;
18/11/2018;26;5659;179;9.55;5716;5621;0.58;6.665;
17/11/2018;24;5627;176;7.98;5659;5574;-0.60;0.59;
16/11/2018;23;5661;177;18.43;5757;5555;-1.61;0.505;
15/11/2018;28;5753;184;49.91;5929;5442;-2.23;0.31;
14/11/2018;49;5885;187;69.2;6485;5705;-8.97;3.37;
13/11/2018;56;6464;210;10.12;6498;6404;0.27;4.62;
12/11/2018;52;6447;213;7.3;6481;6419;-0.05;0.16;
11/11/2018;54;6450;213;7.34;6460;6364;0.29;0.17;
10/11/2018;52;6431;213;3.25;6462;6415;0.17;0.06;
09/11/2018;47;6420;211;10.45;6503;6393;-0.92;0.545;
08/11/2018;51;6480;213;11.58;6585;6477;-1.42;0.25;
07/11/2018;48;6573;220;10.72;6607;6512;0.88;1.15;
06/11/2018;42;6515;221;7.25;6515;6448;0.70;0.09;
05/11/2018;42;6470;210;4.81;6495;6439;-0.23;0.465;
04/11/2018;41;6485;212;8.96;6509;6360;1.52;0.875;
03/11/2018;36;6388;200;11.37;6432;6335;-0.61;1.065;
02/11/2018;36;6427;202;8.07;6455;6392;0.43;0.52;
01/11/2018;29;6400;200;9.12;6423;6354;0.49;0.03;
31/10/2018;32;6368;199;9.96;6406;6248;0.60;0.055;
30/10/2018;31;6330;198;10.73;6380;6313;-0.22;0.41;
29/10/2018;34;6344;197;19.56;6505;6321;-2.25;1.015;
28/10/2018;35;6490;205;6.84;6510;6456;-0.16;1.045;
27/10/2018;33;6500;204;6.97;6554;6480;-0.48;0.16;
26/10/2018;29;6532;205;7.45;6588;6514;0.05;0.265;
25/10/2018;25;6528;204;8.71;6566;6500;-0.40;0.225;
24/10/2018;23;6554;205;8.49;6623;6543;0.06;0.23;
23/10/2018;24;6550;206;8.86;6584;6525;-0.26;0.16;
22/10/2018;27;6567;207;6.05;6628;6549;-0.37;0.055;
21/10/2018;21;6592;208;4.42;6655;6583;0.07;0.22;
20/10/2018;21;6587;208;4.61;6610;6511;0.91;0.42;
19/10/2018;24;6527;205;11.2;6630;6520;-1.30;1.105;
18/10/2018;26;6613;206;12.53;6778;6568;-1.84;0.27;
17/10/2018;23;6737;213;8.88;6793;6681;-0.25;0.795;
16/10/2018;24;6754;215;15.66;6892;6679;0.18;0.215;
15/10/2018;20;6742;215;85;7704;6300;6.42;3.12;
14/10/2018;18;6335;197;11.23;6399;6319;0.14;3.14;
13/10/2018;15;6327;202;5.82;6331;6289;0.53;0.195;
12/10/2018;13;6293;197;10.4;6348;6223;0.66;0.065;
11/10/2018;19;6252;192;41.61;6628;6224;-5.70;3.18;
10/10/2018;28;6630;226;13.82;6660;6530;-0.49;2.605;
09/10/2018;31;6663;228;8.02;6681;6609;-0.15;0.17;
08/10/2018;26;6673;230;12.7;6718;6586;1.09;0.62;
07/10/2018;29;6601;226;5.8;6634;6533;0.14;0.475;
06/10/2018;34;6592;224;5.8;6648;6565;-0.79;0.465;
05/10/2018;37;6645;228;12.43;6667;6548;0.98;0.885;
04/10/2018;29;6580;223;11.79;6640;6499;1.18;0.1;
03/10/2018;36;6503;220;14.57;6553;6428;-0.46;0.82;
02/10/2018;33;6533;226;12.03;6638;6514;-1.04;0.29;
01/10/2018;35;6602;231;10.36;6660;6521;-0.24;0.4;
30/09/2018;34;6618;232;8.49;6657;6533;0.20;0.22;
29/09/2018;37;6605;231;17.3;6631;6466;-0.46;0.33;
28/09/2018;42;6635;221;27.89;6825;6545;-0.86;0.2;
27/09/2018;42;6693;229;18.37;6727;6441;3.56;2.21;
26/09/2018;37;6462;214;13.81;6553;6386;0.43;1.565;
25/09/2018;37;6435;219;20.21;6585;6350;-2.28;1.355;
24/09/2018;43;6585;228;17.76;6722;6555;-1.86;0.21;
23/09/2018;38;6710;245;8.51;6783;6664;-0.19;0.835;
22/09/2018;35;6723;241;18.26;6840;6644;-0.59;0.2;
21/09/2018;31;6763;248;36.99;6790;6496;4.03;2.31;
20/09/2018;24;6501;226;16.67;6535;6357;1.71;1.16;
19/09/2018;24;6391;210;29.9;6522;6113;0.76;0.475;
18/09/2018;21;6343;209;15.93;6384;6229;1.42;0.33;
17/09/2018;25;6254;197;23.54;6533;6205;-3.76;2.59;
16/09/2018;28;6499;220;8.73;6518;6385;-0.23;1.765;
15/09/2018;24;6514;222;8.35;6569;6474;0.44;0.335;
14/09/2018;23;6485;208;16.37;6593;6356;0.15;0.145;
13/09/2018;20;6476;211;19.24;6523;6334;2.27;1.06;
12/09/2018;14;6332;183;16.08;6355;6203;0.65;0.81;
11/09/2018;18;6291;185;16.61;6397;6178;-0.27;0.46;
10/09/2018;15;6308;197;14.45;6364;6233;1.09;0.68;
09/09/2018;13;6240;195;16.46;6428;6142;0.89;0.1;
08/09/2018;18;6185;196;21.85;6475;6130;-3.42;2.155;
07/09/2018;17;6404;215;20.74;6533;6323;-1.71;0.855;
06/09/2018;14;6516;230;53;6721;6310;-2.90;0.595;
05/09/2018;17;6711;229;55.65;7400;6700;-8.81;2.955;
04/09/2018;26;7359;285;20.82;7410;7246;1.25;5.03;
03/09/2018;19;7268;289;22.31;7341;7200;-0.31;0.78;
02/09/2018;18;7290;295;44.68;7367;7137;1.29;0.8;
01/09/2018;21;7198;296;21.39;7260;7021;2.44;0.575;
31/08/2018;17;7026;282;19.38;7084;6889;0.45;0.995;
30/08/2018;22;6995;284;24.58;7060;6802;-0.72;0.585;
29/08/2018;19;7046;288;19.83;7134;6932;-0.48;0.12;
28/08/2018;19;7080;296;30.07;7127;6872;2.46;1.47;
27/08/2018;18;6910;288;24.21;6912;6654;3.00;0.27;
26/08/2018;19;6708;274;16.75;6784;6575;-0.36;1.68;
25/08/2018;22;6733;278;16.88;6796;6670;0.55;0.455;
24/08/2018;19;6696;281;20.2;6728;6463;2.58;1.015;
23/08/2018;18;6527;276;19.94;6566;6350;2.71;0.065;
22/08/2018;21;6355;270;58.96;6885;6253;-1.92;2.315;
21/08/2018;19;6479;280;29.5;6500;6245;3.57;2.745;
20/08/2018;26;6256;271;31.72;6521;6230;-3.53;3.55;
19/08/2018;27;6485;299;15.35;6550;6309;1.47;2.5;
18/08/2018;24;6391;294;19.73;6615;6302;-2.92;2.195;
17/08/2018;19;6583;317;26.76;6589;6290;4.27;3.595;
16/08/2018;21;6314;287;25.14;6475;6215;0.70;1.785;
15/08/2018;18;6270;281;66.22;6624;6181;1.31;0.305;
14/08/2018;16;6189;278;52.7;6244;5879;-1.01;1.16;
13/08/2018;21;6252;284;32.33;6542;6150;-0.98;0.015;
12/08/2018;18;6314;318;23.05;6482;6163;1.30;1.14;
11/08/2018;18;6233;318;37.12;6486;6008;1.40;0.05;
10/08/2018;21;6147;332;43.5;6574;6015;-5.86;3.63;
09/08/2018;19;6529;362;33.38;6624;6188;3.98;4.92;
08/08/2018;23;6279;355;53.88;6720;6131;-6.57;5.275;
07/08/2018;25;6721;378;32.25;7150;6679;-3.18;1.695;
06/08/2018;25;6941;406;18.12;7150;6847;-1.20;0.99;
05/08/2018;23;7026;409;17.68;7090;6890;0.18;0.69;
04/08/2018;31;7013;407;31.72;7490;6930;-5.48;2.83;
03/08/2018;36;7420;417;30.88;7533;7284;-1.53;1.975;
02/08/2018;39;7535;411;17.75;7707;7463;-0.97;0.28;
01/08/2018;39;7609;419;30.74;7756;7444;-1.58;0.305;
31/07/2018;48;7731;432;43.55;8180;7670;-5.49;1.955;
30/07/2018;53;8180;457;37.58;8274;7863;-0.50;2.495;
29/07/2018;54;8221;466;10.19;8294;8123;-0.31;0.095;
28/07/2018;54;8246;468;13.66;8246;8074;0.74;0.525;
27/07/2018;47;8186;470;34.22;8280;7815;3.11;1.185;
26/07/2018;53;7939;463;32.78;8313;7870;-2.90;3.005;
25/07/2018;54;8176;472;36.97;8486;8073;-2.60;0.15;
24/07/2018;49;8395;480;64.68;8500;7692;8.74;5.67;
23/07/2018;44;7720;450;47.52;7801;7374;4.31;2.215;
22/07/2018;46;7401;458;17.17;7573;7339;-0.04;2.175;
21/07/2018;43;7403;461;11.41;7458;7221;0.96;0.5;
20/07/2018;47;7333;448;32.74;7681;7278;-1.88;1.42;
19/07/2018;44;7474;470;22.19;7560;7283;1.28;1.58;
18/07/2018;42;7379;479;39.62;7587;7250;0.81;0.235;
17/07/2018;39;7320;499;48.12;7463;6667;8.78;3.985;
16/07/2018;36;6729;480;31;6750;6329;6.02;1.38;
15/07/2018;32;6347;449;10.99;6389;6232;1.55;2.235;
14/07/2018;29;6250;433;8.9;6320;6179;0.48;0.535;
13/07/2018;29;6220;433;20.09;6335;6133;-0.46;0.47;
12/07/2018;33;6249;428;24.98;6378;6081;-2.02;0.78;
11/07/2018;29;6378;444;16.41;6403;6288;1.21;1.615;
10/07/2018;37;6302;432;28.02;6680;6269;-5.48;3.345;
09/07/2018;39;6667;471;16.3;6820;6617;-0.60;2.44;
08/07/2018;38;6707;487;13.71;6791;6669;-0.81;0.105;
07/07/2018;34;6762;486;15.29;6826;6512;2.42;1.615;
06/07/2018;34;6602;470;14.95;6637;6453;0.95;0.735;
05/07/2018;37;6540;468;23.13;6698;6452;-0.76;0.855;
04/07/2018;33;6590;467;22.49;6778;6419;1.38;1.07;
03/07/2018;31;6500;462;17.26;6672;6471;-1.24;1.31;
02/07/2018;27;6581;476;26.92;6672;6539;3.65;2.445;
01/07/2018;27;6350;453;11.38;6435;6260;-0.65;2.15;
30/06/2018;22;6392;455;23.86;6518;6196;2.95;1.8;
29/06/2018;16;6208;435;33.93;6273;5783;6.12;1.585;
28/06/2018;20;5850;421;17.94;6168;5830;-4.62;5.37;
27/06/2018;18;6133;441;18.27;6181;5989;0.90;2.76;
26/06/2018;21;6079;430;18.83;6274;6050;-2.69;1.795;
25/06/2018;16;6247;460;27.91;6334;6082;1.60;2.145;
24/06/2018;15;6148;455;45.5;6250;5763;-0.06;0.83;
23/06/2018;17;6152;474;20.7;6254;6014;1.81;0.935;
22/06/2018;28;6043;461;55.25;6731;5929;-9.99;5.9;
21/06/2018;37;6714;525;10.65;6787;6680;-0.69;4.65;
20/06/2018;34;6760;536;18.71;6818;6560;0.34;0.515;
19/06/2018;32;6738;538;17.38;6833;6666;0.42;0.04;
18/06/2018;27;6709;516;26.37;6827;6379;4.25;1.915;
17/06/2018;23;6436;496;9.44;6573;6427;-0.77;2.51;
16/06/2018;22;6486;496;13.7;6557;6330;1.58;1.175;
15/06/2018;26;6385;487;21.29;6656;6360;-3.75;2.665;
14/06/2018;17;6634;518;33.06;6703;6270;5.38;4.565;
13/06/2018;19;6295;475;45.58;6612;6126;-3.80;4.59;
12/06/2018;19;6544;494;32.01;6873;6441;-4.79;0.495;
11/06/2018;15;6873;531;22.38;6897;6631;1.72;3.255;
10/06/2018;24;6757;531;57.82;7498;6634;-9.89;5.805;
09/06/2018;39;7499;593;7.22;7685;7468;-1.53;4.18;
08/06/2018;40;7615;597;12.2;7697;7544;-0.96;0.285;
07/06/2018;38;7689;603;11.04;7756;7646;0.46;0.71;
06/06/2018;42;7654;606;18.27;7698;7495;0.42;0.02;
05/06/2018;26;7622;609;16.84;7669;7373;1.78;0.68;
04/06/2018;41;7488;594;18.13;7762;7458;-2.98;2.38;
03/06/2018;40;7718;616;13.8;7777;7600;1.05;2.015;
02/06/2018;27;7638;593;17.36;7691;7446;1.56;0.255;
01/06/2018;24;7521;579;19.04;7600;7345;0.47;0.545;
31/05/2018;25;7486;577;19.46;7600;7338;1.50;0.515;
30/05/2018;38;7375;560;22.08;7558;7280;-1.14;1.32;
29/05/2018;16;7460;563;27.9;7528;7049;5.10;3.12;
28/05/2018;22;7098;513;26.68;7435;7062;-3.29;4.195;
27/05/2018;19;7340;572;16.17;7412;7220;0.13;1.71;
26/05/2018;23;7330;590;13.81;7622;7286;-1.71;0.92;
25/05/2018;25;7458;584;25.87;7654;7323;-1.57;0.07;
24/05/2018;27;7577;602;38.86;7718;7261;1.09;1.33;
23/05/2018;26;7495;587;41.68;8020;7442;-6.05;3.57;
22/05/2018;30;7977;644;20.53;8407;7947;-4.96;0.545;
21/05/2018;41;8393;694;17.22;8587;8318;-1.53;1.715;
20/05/2018;32;8524;716;15.5;8580;8172;3.54;2.535;
19/05/2018;31;8232;696;14.15;8400;8142;-0.08;1.81;
18/05/2018;37;8239;696;23.44;8277;7928;2.32;1.2;
17/05/2018;31;8052;669;25.19;8467;7987;-3.41;2.865;
16/05/2018;32;8336;707;32.76;8489;8104;-1.55;0.93;
15/05/2018;40;8468;706;26.21;8838;8421;-2.34;0.395;
14/05/2018;40;8671;726;37.15;8882;8280;-0.15;1.095;
13/05/2018;40;8684;725;22.9;8753;8320;2.61;1.38;
12/05/2018;44;8463;681;36.66;8632;8205;0.60;1.005;
11/05/2018;41;8412;675;54.49;9015;8342;-6.72;3.66;
10/05/2018;63;9019;727;23.62;9390;9003;-3.21;1.755;
09/05/2018;53;9318;752;22.81;9371;8980;1.45;2.33;
08/05/2018;62;9185;757;25.86;9470;9052;-1.98;1.715;
07/05/2018;56;9370;755;25.78;9676;9200;-2.99;0.505;
06/05/2018;67;9659;793;26.92;9964;9455;-2.04;0.475;
05/05/2018;63;9860;816;29.51;9990;9686;1.62;1.83;
04/05/2018;56;9703;787;24.54;9812;9557;-0.61;1.115;
03/05/2018;55;9762;781;36.48;9838;9163;5.69;3.15;
02/05/2018;52;9236;690;20.18;9280;8980;1.87;1.91;
01/05/2018;56;9067;676;25.59;9241;8829;-1.87;1.87;
30/04/2018;59;9240;670;23.26;9450;9111;-1.69;0.09;
29/04/2018;61;9399;693;27.31;9564;9185;0.57;1.13;
28/04/2018;54;9345;685;45.08;9436;8845;4.77;2.1;
27/04/2018;55;8920;642;30.15;9381;8903;-3.87;4.32;
26/04/2018;47;9279;660;43.21;9308;8656;4.52;4.195;
25/04/2018;64;8878;618;74.49;9762;8768;-7.94;6.23;
24/04/2018;29;9644;708;60.35;9738;8930;7.88;7.91;
23/04/2018;28;8940;641;23.26;8940;8770;1.59;3.145;
22/04/2018;31;8800;640;31.43;8980;8753;-1.34;1.465;
21/04/2018;32;8919;608;39.56;9029;8619;0.60;0.97;
20/04/2018;26;8866;614;50.9;8938;8219;7.17;3.285;
19/04/2018;25;8273;571;29.21;8297;8100;1.30;2.935;
18/04/2018;24;8166;525;29.54;8229;7875;3.50;1.1;
17/04/2018;26;7890;505;28.23;8169;7823;-2.06;2.78;
16/04/2018;25;8056;509;37.56;8415;7900;-3.57;0.755;
15/04/2018;24;8354;533;31.9;8426;7997;4.39;3.98;
14/04/2018;23;8003;503;26.52;8182;7821;1.48;1.455;
13/04/2018;23;7886;493;59.91;8230;7746;-0.33;0.905;
12/04/2018;18;7912;494;94.57;8084;6761;13.95;7.14;
11/04/2018;20;6943;431;29.54;6976;6795;1.52;6.215;
10/04/2018;18;6839;415;26.15;6891;6650;1.10;0.21;
09/04/2018;21;6765;399;75.96;7187;6611;-3.69;2.395;
08/04/2018;17;7024;400;29.33;7115;6883;1.90;2.795;
07/04/2018;20;6893;383;40.61;7075;6600;4.27;1.185;
06/04/2018;19;6610;367;42.14;6852;6501;-2.29;3.28;
05/04/2018;17;6765;384;45.85;6911;6572;-0.31;0.99;
04/04/2018;22;6786;377;53.72;7422;6670;-8.37;4.03;
03/04/2018;22;7406;415;49.86;7510;7020;5.00;6.685;
02/04/2018;11;7053;375;44.01;7121;6770;3.56;0.72;
01/04/2018;16;6810;378;54.9;7035;6432;-1.66;2.61;
31/03/2018;16;6925;394;68.02;7222;6783;1.24;1.45;
30/03/2018;12;6840;393;108.25;7267;6533;-3.57;2.405;
29/03/2018;18;7094;387;77.41;7964;6897;-10.61;3.52;
28/03/2018;24;7936;465;35.08;8118;7725;1.95;6.28;
27/03/2018;24;7785;448;50.41;8209;7727;-4.12;3.035;
26/03/2018;31;8119;484;56.38;8496;7839;-3.86;0.13;
25/03/2018;30;8445;522;30.69;8674;8373;-1.05;1.405;
24/03/2018;32;8535;517;44.21;9040;8463;-4.19;1.57;
23/03/2018;28;8908;544;44.91;8910;8273;2.32;3.255;
22/03/2018;36;8706;548;54.42;9088;8453;-2.18;2.25;
21/03/2018;36;8900;560;42.86;9175;8756;0.00;1.09;
20/03/2018;37;8900;556;54.28;9025;8310;3.48;1.74;
19/03/2018;29;8600;556;73.28;8690;8100;4.88;0.7;
18/03/2018;29;8200;538;88.92;8286;7240;4.45;0.215;
17/03/2018;31;7851;548;48.97;8350;7730;-4.85;4.65;
16/03/2018;33;8251;599;56.34;8603;7903;-0.02;2.415;
15/03/2018;32;8253;608;82.58;8417;7666;0.81;0.415;
14/03/2018;40;8187;607;78.81;9400;7924;-10.38;5.595;
13/03/2018;41;9135;693;61.54;9479;8828;0.15;5.265;
12/03/2018;41;9121;692;67.58;9895;8777;-4.27;2.21;
11/03/2018;40;9528;725;70.48;9726;8429;8.74;6.505;
10/03/2018;39;8762;681;52.54;9500;8691;-4.94;6.84;
09/03/2018;37;9217;721;98.2;9421;8351;-0.89;2.025;
08/03/2018;39;9300;690;67.75;10109;9037;-6.09;2.6;
07/03/2018;37;9903;745;75.22;10899;9422;-7.62;0.765;
06/03/2018;59;10720;811;44.24;11403;10578;-6.10;0.76;
05/03/2018;55;11416;854;27.56;11696;11390;-0.74;2.68;
04/03/2018;44;11501;871;28.07;11544;11061;0.53;0.635;
03/03/2018;56;11440;854;30.65;11526;11024;3.76;1.615;
02/03/2018;47;11025;856;28.86;11189;10766;0.92;1.42;
01/03/2018;38;10925;873;33.87;11087;10224;5.91;2.495;
28/02/2018;41;10315;851;43.89;11063;10270;-2.40;4.155;
27/02/2018;44;10569;882;39.72;10880;10133;2.40;2.4;
26/02/2018;37;10321;871;45.94;10437;9360;7.99;2.795;
25/02/2018;33;9557;843;30.52;9840;9284;-1.13;4.56;
24/02/2018;31;9666;826;55.7;10499;9350;-4.72;1.795;
23/02/2018;39;10145;850;59.07;10395;9584;3.20;3.96;
22/02/2018;44;9830;811;71.23;10912;9740;-5.98;4.59;
21/02/2018;54;10455;831;76.96;11239;10200;-6.80;0.41;
20/02/2018;74;11218;880;60.92;11776;11101;0.40;3.6;
19/02/2018;67;11173;946;50.74;11250;10308;7.72;3.66;
18/02/2018;63;10372;916;69.83;11250;10122;-6.17;6.945;
17/02/2018;74;11054;971;52.8;11083;10050;8.77;7.47;
16/02/2018;67;10162;949;43.89;10270;9675;1.65;3.56;
15/02/2018;71;9997;920;67.53;10175;9339;5.73;2.04;
14/02/2018;55;9455;924;50.36;9488;8513;11.03;2.65;
13/02/2018;35;8516;846;39.51;8953;8340;-4.32;7.675;
12/02/2018;42;8901;866;51.4;9000;8070;10.31;7.315;
11/02/2018;31;8069;826;52.21;8569;7851;-5.77;8.04;
10/02/2018;54;8563;859;68.15;9074;8152;-1.38;2.195;
09/02/2018;44;8683;871;63.03;8748;7735;5.44;3.41;
08/02/2018;30;8235;795;77.62;8649;7580;8.54;1.55;
07/02/2018;36;7587;765;106.7;8488;7175;-1.13;4.835;
06/02/2018;8;7674;800;192.76;7860;6000;10.42;5.775;
05/02/2018;11;6950;691;131.29;8378;6659;-15.25;12.835;
04/02/2018;24;8200;840;74.42;9403;7840;-11.06;2.095;
03/02/2018;40;9219;977;51.91;9495;8190;3.64;7.35;
02/02/2018;15;8896;908;123.34;9201;7972;-3.11;3.375;
01/02/2018;30;9181;1060;78.78;10311;8941;-10.72;3.805;